subject,sender,content,urls,label
Your password was changed,orders@fedex.com,"Hi Priya, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.fedex.com/support/cases",https://www.fedex.com/support/cases,0
Microsoft notification,support@microsoftmail.com,There is an update on your account. View it here: https://is.gd/v8cgpa,https://is.gd/v8cgpa,1
Re: contract review,neha.diya73@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.bluepeak.net/amkiin,https://docs.bluepeak.net/amkiin,0
Re: contract review,sara.alex@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.bluepeak.net/etlih5,https://docs.bluepeak.net/etlih5,0
Your Slack invoice is ready,team@slack.com,"Hi Diya, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.slack.com/account",https://www.slack.com/account,0
Verify your wallet,team@dropboxmail.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://dr0pb0x-billing.xyz/upvz7s/8dosqm/ic9q8h?token=mt1qe5ou4h77u8xhfmm8,http://dr0pb0x-billing.xyz/upvz7s/8dosqm/ic9q8h?token=mt1qe5ou4h77u8xhfmm8,1
Your Netflix order #418065 has shipped,support7@netflix.com,"Hi Jordan, your order #418065 is on its way and will arrive in 2-3 days. Track it from your account: https://www.netflix.com/billing/history",https://www.netflix.com/billing/history,0
Congratulations! You have won a $1000 gift card,fedex.support974@gmail.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://fedex-billing.top/8994rt/sv46sz/6o5ryj?token=u5vuzanxulacd9jymgkl Provide your details to receive your cash reward immediately.,http://fedex-billing.top/8994rt/sv46sz/6o5ryj?token=u5vuzanxulacd9jymgkl,1
Your Slack invoice is ready,team@slack.com,"Hi Neha, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.slack.com/app",https://www.slack.com/app,0
Verify your wallet,hr@684o5-portal.tk,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://g00g1e-billing.xyz/pb8zf2/34n36f/tsxrfm?token=tnwstkwq1mvkznugq7qv,http://g00g1e-billing.xyz/pb8zf2/34n36f/tsxrfm?token=tnwstkwq1mvkznugq7qv,1
Your password was changed,no-reply@paypal.com,"Hi Rahul, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.paypal.com/settings",https://www.paypal.com/settings,0
Document shared with you,it.claim@login-login.top,A document has been shared with you. Open it here: http://c01nbase-billing.support/vdtj5b/ickt5g/er163l?token=keisjekysqjsegqi8wo6,http://c01nbase-billing.support/vdtj5b/ickt5g/er163l?token=keisjekysqjsegqi8wo6,1
Re: your request,82e09l@we11sfarg0g3u.support,Following up - please complete the verification here: http://wellsfargo.account-uywv.com@j8acxo4z.zip/login,http://wellsfargo.account-uywv.com@j8acxo4z.zip/login,1
Lunch next week?,morgan.casey42@meridianhq.com,Are you free Thursday or Friday? Happy to grab something near the office.,https://docs.meridianhq.com/o2nj3g,0
Document shared with you,instagram.support@instagram-desk.zip,A document has been shared with you. Open it here: http://instagram.account-929r.com@faw04nqv.zip/login,http://instagram.account-929r.com@faw04nqv.zip/login,1
Action Required: Confirm your payment information,account38@c01nbase-billing.zip,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://coinbase.account-adcf.com@06yoqhq9.work/login Failure to act will result in account termination!!!,http://coinbase.account-adcf.com@06yoqhq9.work/login,1
Document shared with you,instagram.service10@gmail.com,A document has been shared with you. Open it here: https://cutt.ly/06ntn3,https://cutt.ly/06ntn3,1
Action Required: Confirm your payment information,no-reply@amazon-care.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://209.187.47.102/amazon/secure-login.php Failure to act will result in account termination!!!,http://209.187.47.102/amazon/secure-login.php,1
Your monthly Coinbase statement is ready,service@coinbase.com,"Hello Alex, your statement is now available. No action is needed. Review it here when convenient: ",,0
Congratulations! You have won a $1000 gift card,support85@1nstagram-verify.xyz,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://verify-claim.xyz/account Provide your details to receive your cash reward immediately.,http://verify-claim.xyz/account,1
Microsoft notification,microsoft.billing@parcel-team.click,There is an update on your account. View it here: https://is.gd/mcx7rb,https://is.gd/mcx7rb,1
Sign-in confirmation,support33@c01nbase-verify.work,Confirm your recent sign-in to continue: http://c01nbase-verify.xyz/5cmsz5/tjrqya/fv3y2w?token=1v2cetu4nt77i4tdpcb7,http://c01nbase-verify.xyz/5cmsz5/tjrqya/fv3y2w?token=1v2cetu4nt77i4tdpcb7,1
Your Stripe receipt,support-ojw4@stripe.com,Thanks for your purchase. Your total was $75.40. View the receipt any time: https://www.stripe.com/inbox,https://www.stripe.com/inbox,0
Update your direct deposit,security20@dh1-verify.top,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://dhl-track.work/login,http://dhl-track.work/login,1
Document shared with you,hr@4cx1g-portal.work,A document has been shared with you. Open it here: https://tinyurl.com/czt8si,https://tinyurl.com/czt8si,1
Your Apple package is on hold,service2@app1e-secure.support,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://apple-secure.3kgwk.tk/verify?id=8ihi5o6qf8,http://apple-secure.3kgwk.tk/verify?id=8ihi5o6qf8,1
Verify your wallet,hr.alert@service-online.xyz,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://37.114.88.189/apple/secure-login.php,http://37.114.88.189/apple/secure-login.php,1
Verify your wallet,ekb8k4@fedexgsu.support,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: https://tinyurl.com/x6r95h,https://tinyurl.com/x6r95h,1
Your Stripe receipt,support@stripe.com,Thanks for your purchase. Your total was $76.32. View the receipt any time: https://www.stripe.com/account,https://www.stripe.com/account,0
Your monthly FedEx statement is ready,support@fedex.com,"Hello Priya, your statement is now available. No action is needed. Review it here when convenient: ",,0
Action Required: Confirm your payment information,team@account-services.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://parcel-team.click/update Failure to act will result in account termination!!!,http://parcel-team.click/update,1
Please verify your email for Calendly,notifications@calendly.com,"Hi Alex, welcome aboard! Please confirm your email address to finish setting up your account: https://www.calendly.com/settings This link is valid for 24 hours.",https://www.calendly.com/settings,0
Your DHL account,dhl.service678@gmail.com,Please review your recent activity here: http://dhl.account-ld0o.com@nnx1npxu.support/login,http://dhl.account-ld0o.com@nnx1npxu.support/login,1
Quick update on the deploy,alex.casey@northwind.org,"Deploy went out cleanly, all checks green. Dashboard: https://docs.northwind.org/nk3hzm",https://docs.northwind.org/nk3hzm,0
Confirm your Instagram identity,support@mail-secure.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://instagram-secure.u8lk1.tk/verify?id=q9yunb9wpl Thank you for your cooperation.",http://instagram-secure.u8lk1.tk/verify?id=q9yunb9wpl,1
Re: contract review,diya.jamie@acmecorp.com,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.acmecorp.com/51etf2,https://docs.acmecorp.com/51etf2,0
Your Grammarly invoice is ready,info@grammarly.com,"Hi Sara, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.grammarly.com/settings",https://www.grammarly.com/settings,0
URGENT: Your LinkedIn account has been suspended,hr@mnpvn-portal.click,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: https://rb.gy/vnhfoo Enter your password and billing details to restore access.",https://rb.gy/vnhfoo,1
Your Grammarly invoice is ready,info8@grammarly.com,"Hi Arjun, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.grammarly.com/inbox",https://www.grammarly.com/inbox,0
thanks!,jamie.casey@acmecorp.com,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.acmecorp.com/qza2cw,0
Your Dropbox account,account84@dr0pb0x-verify.support,Please review your recent activity here: http://dropbox-track.work/account,http://dropbox-track.work/account,1
Netflix notification,help@account-services.com,There is an update on your account. View it here: http://netflix-secure.khlkt.click/verify?id=c552aol5tu,http://netflix-secure.khlkt.click/verify?id=c552aol5tu,1
Sign-in confirmation,netflix.security997@gmail.com,Confirm your recent sign-in to continue: http://20.92.250.184/netflix/secure-login.php,http://20.92.250.184/netflix/secure-login.php,1
Diya shared a file with you,receipts@uber.com,You've been invited to view a document. Open it whenever you like: https://www.uber.com/settings,https://www.uber.com/settings,0
Your password was changed,orders@microsoft.com,"Hi Ben, this confirms your password was changed. If this was you, no action is needed. Manage security settings: ",,0
thanks!,rahul.neha91@acmecorp.com,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.acmecorp.com/vhm2f5,0
Re: your request,team@mail-secure.com,Following up - please complete the verification here: http://232.59.251.77/dropbox/secure-login.php,http://232.59.251.77/dropbox/secure-login.php,1
Update your direct deposit,coinbase.security826@gmail.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://parcel-claim.top/secure,http://parcel-claim.top/secure,1
Notes from today's sync,leo.sara28@acmecorp.com,"Hey, great call. I put the action items in the shared doc: https://docs.acmecorp.com/er64mm Let me know if I missed anything.",https://docs.acmecorp.com/er64mm,0
Your Google package is on hold,service@google-care.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: https://tinyurl.com/zub9dv,https://tinyurl.com/zub9dv,1
